#;LLR;kumul.;Häufig;links;rechts;Kookkurrenzen;syntagmatische Muster;

;1401;44;77419;2;-1;-1;integrierter;100% integrierter Maske

;1402;44;77421;2;-4;1;Schriewer; 50% Maske Schriewer

;1403;44;77432;11;2;2;Rausch; 90% Maske und Rausch

;1404;44;77434;2;-1;-1;bürgerlichen; 50% Maske ... bürgerlichen

;1405;44;77438;4;2;2;Puppenspielers;100% die Maske des Puppenspielers Francesco Stromboli

;1406;44;77440;2;1;5;durchstoßen;100% Maske durchstoßen

;1407;44;77441;1;-4;3;Tarnkappe;100% Maske ... Tarnkappe

;1408;44;77446;5;4;4;panischer;100% Maske auf und mit panischer Konsequenz

;1409;44;77447;1;2;2;Charmes;100% Maske ... Charmes

;1410;44;77449;2;-5;2;Magdaleno;100% Magdaleno ... Maske

;1411;44;77450;1;-5;-5;grausam;100% grausam ... Maske

;1412;44;77452;2;-1;-1;vorgehaltene;100% vorgehaltene Maske

;1413;44;77458;6;-3;-3;Mädel;100% Das Mädel mit der Maske

;1414;44;77461;3;-5;2;Diabolischen;100% Maske des Diabolischen und ...

;1415;44;77463;2;-4;-3;Meisterdieb;100% Meisterdieb mit silberner Maske

;1416;44;77466;3;-2;-2;Marktbesuch;100% Marktbesuch mit Maske

;1417;44;77470;4;1;1;einzukaufen;100% Maske einzukaufen

;1418;44;77476;6;2;2;Jungbrunnen;100% Maske als Jungbrunnen

;1419;43;77496;20;-5;-2;Auftritt; 55% Auftritt mit|in die der Maske

;1420;43;77499;3;2;2;Unschuld;100% Maske der ... Unschuld

;1421;43;77502;3;-1;-1;passender; 66% passender Maske

;1422;43;77505;3;-3;-3;anmelden;100% anmelden und kam mit Maske

;1423;43;77509;4;-5;5;Fundus; 75% Maske [...] Fundus und ...

;1424;43;77514;5;1;2;1988; 60% Maske [...] 1988

;1425;43;77517;3;-5;-2;Setzt;100% Setzt die Maske auf ...

;1426;43;77523;6;1;5;abgesetzt;100% seine|die Maske [schon nach fünf Minuten] abgesetzt

;1427;43;77524;1;1;4;abreißt;100% Maske abreißt

;1428;43;77525;1;-5;-3;Hymne;100% Maske ... Hymne

;1429;43;77527;2;1;5;unerkannt;100% Maske ... unerkannt

;1430;43;77542;15;-5;5;Doris; 53% und Doris [Wiesinger] Maske

;1431;43;77543;1;-1;-1;grünen;100% grünen Maske

;1432;43;77545;2;-3;5;Profikampf;100% Maske ... Profikampf

;1433;43;77549;4;1;2;überschminkt;100% Aber die Maske [völlig] überschminkt hätten die

;1434;43;77550;1;1;1;anfertigen;100% anfertigen ... Maske

;1435;43;77551;1;2;5;geöffnetem;100% Maske ... geöffnetem

;1436;43;77556;5;2;2;Autors; 80% Maske des Autors

;1437;43;77561;5;-1;-1;Maik;100% Maik Maske

;1438;43;77562;1;-4;-2;Buckethead;100% Buckethead ... Maske

;1439;43;77563;1;-4;2;255.255.0.0;100% 255.255.0.0 ... Maske

;1440;43;77564;1;-4;-2;Mysterio;100% Mysterio ... Maske

;1441;43;77565;1;-3;3;invertieren;100% Maske ... invertieren

;1442;43;77567;2;-2;4;Desinfektionsspray; 50% Maske ... Desinfektionsspray

;1443;43;77570;3;1;5;unzumutbar;100% Maske [absolut] unzumutbar

;1444;43;77571;1;-3;-1;Tragt;100% Tragt Maske

;1445;43;77573;2;-5;-5;durchspricht;100% durchspricht oder pfeift wird die Maske

;1446;42;77588;15;1;5;Ausdruck; 93% die|der Maske [einen ...] Ausdruck zu|des ...

;1447;42;77589;1;-4;-2;bestehend;100% bestehend ... Maske

;1448;42;77590;1;-2;-1;hellblauen;100% hellblauen Maske

;1449;42;77593;3;-5;4;Gesichtern; 66% Maske ... Gesichtern

;1450;42;77597;4;-5;1;sitze;100% sitze dem bringe auch die Maske

;1451;42;77599;2;4;5;Box-Ring;100% Maske kehrt bei ARD an Box-Ring

;1452;42;77602;3;1;5;auftrat;100% der Maske [...] auftrat

;1453;42;77604;2;2;5;Dichters;100% Maske des Dichters

;1454;42;77607;3;-5;5;Schädel; 66% Schädel ... Maske

;1455;42;77608;1;-3;5;Sternheim;100% Sternheim ... Maske

;1456;42;77609;1;2;4;Egerton;100% Egerton ... Maske

;1457;42;77617;8;1;1;kaufen; 87% mit ... Maske [zu|in ...] kaufen

;1458;42;77619;2;1;4;befestigen;100% Maske zu befestigen

;1459;42;77625;6;-2;-2;Banditen;100% Banditen ohne Maske

;1460;42;77627;2;-3;4;Narrenkappe; 50% Maske ... Narrenkappe

;1461;42;77630;3;2;2;Tauchers;100% der Maske des Tauchers

;1462;42;77636;6;1;4;auftreten; 66% in der Maske von ... auftreten

;1463;42;77640;4;1;4;befestigt;100% Maske [...] befestigt

;1464;42;77641;1;1;5;spitzen;100% Maske ... spitzen

;1465;42;77644;3;-4;4;Abziehen;100% Abziehen ... die Maske

;1466;42;77648;4;-4;-3;geimpft;100% geimpft sein oder Maske tragen

;1467;42;77652;4;-1;-1;Dörthe;100% Dörthe Maske Sopran|und

;1468;42;77654;2;1;1;abzuschminken;100% Maske abzuschminken

;1469;42;77655;1;-4;3;Silkwood;100% Silkwood ... Maske

;1470;42;77661;6;2;2;Erlösers;100% in der Maske des Erlösers auf

;1471;42;77663;2;-5;3;dämonische; 50% Maske ... dämonische

;1472;42;77666;3;-3;5;Siegerhymne;100% Sieger mit Maske und Regenbogen-Trikot die Siegerhymne

;1473;42;77668;2;-5;3;Kopfzeichnungen; 50% Maske ... Kopfzeichnungen

;1474;42;77670;2;-2;-1;Trag;100% Trag [...] Maske

;1475;42;77671;1;1;1;bargeldloses;100% Maske bargeldloses

;1476;42;77672;1;-3;3;Maskenfabrik;100% Maskenfabrik ... Maske

;1477;41;77722;50;-5;-4;ihr; 56% ihr ... die Maske

;1478;41;77725;3;-3;-3;Tauchen; 66% Tauchen ... Maske

;1479;41;77730;5;1;3;schauen; 60% schauen ... Maske

;1480;41;77733;3;-5;5;nackt; 66% nackt ... Maske

;1481;41;77735;2;-5;5;Tiger;100% Tiger mit Maske

;1482;41;77743;8;3;5;Haar; 50% Maske mit ... Haar

;1483;41;77747;4;2;3;Künstlers; 50% Maske eines verletzlichen Künstlers

;1484;41;77748;1;-4;5;verhüllen;100% verhüllen ... Maske

;1485;41;77749;1;1;3;umarmte;100% Maske umarmte

;1486;41;77750;1;-4;-1;unheimliche;100% unheimliche ... Maske

;1487;41;77751;1;1;2;anzufertigen;100% Maske ... anzufertigen

;1488;41;77752;1;1;1;zugelegt;100% zugelegt ... Maske

;1489;41;77770;18;-5;-2;Tisch; 55% ermahnen ohne|die Maske auf am|dem Weg zum Tisch und

;1490;41;77773;3;-1;-1;menschliche; 66% Maske ... menschliche

;1491;41;77779;6;-5;5;Sprechen; 83% Das Sprechen ... mit ... Maske

;1492;41;77780;1;2;2;blau;100% Maske ... blau

;1493;41;77781;1;-2;4;Konterboxer;100% Maske ... Konterboxer

;1494;41;77782;1;-3;5;Augenhöhlen;100% Augenhöhlen ... Maske

;1495;41;77784;2;-3;-2;Feind;100% Feind ... der ... Maske

;1496;41;77785;1;-3;-1;Conditioner;100% Conditioner ... Maske

;1497;41;77786;1;2;3;Dummkopfs;100% Maske ... Dummkopfs

;1498;41;77787;1;2;2;Saubermannes;100% Maske ... Saubermannes

;1499;41;77790;3;1;3;auszuziehen;100% die Maske [nicht] auszuziehen

;1500;41;77792;2;1;4;angetroffen;100% Maske angetroffen

;1501;41;77793;1;-5;-3;Gummimilch;100% Gummimilch ... Maske

;1502;41;77794;1;-4;-2;Antifuchs;100% Antifuchs ... Maske

;1503;41;77796;2;3;4;Bösels;100% Maske zum spektakulären K.o.-Sieg Bösels

;1504;41;77797;1;2;3;Nackenwärmer;100% Maske ... Nackenwärmer

;1505;41;77801;4;-4;5;Kontaktdaten;100% Maske tragen|montieren und bei Ankunft Kontaktdaten

;1506;41;77807;6;-2;-2;Flanieren;100% Radfahren und Flanieren mit Maske dürfte aber

;1507;40;77811;4;1;1;befreit; 75% Maske [...] befreit

;1508;40;77814;3;-5;5;Werkstätten; 66% Werkstätten ... die ... Maske

;1509;40;77843;29;-5;-2;Theater; 65% Theater [... die] Maske und

;1510;40;77850;7;2;2;Bluff; 85% Selbst die Maske der Bluff - 19,95

;1511;40;77852;2;-4;3;Goalies;100% Goalies ... Maske

;1512;40;77858;6;1;1;sehe; 50% Maske [...] sehe

;1513;40;77862;4;2;3;sofern;100% Maske ... sofern

;1514;40;77869;7;-4;3;Everest; 71% den Everest ohne Maske

;1515;40;77873;4;2;3;Bildschirm; 75% der ... Maske auf dem Bildschirm

;1516;40;77880;7;-2;-2;Kapitalismus; 85% Kapitalismus in|ohne Kostüm und Maske

;1517;40;77882;2;-2;5;schränkt; 50% Maske ... schränkt

;1518;40;77883;1;1;1;Fonds;100% Maske ... Fonds

;1519;40;77884;1;3;4;Maskenträger;100% Maskenträger ... Maske

;1520;40;77885;1;2;5;Segelohren;100% Segelohren ... Maske

;1521;40;77886;1;-4;3;Amateur-Weltmeister;100% Amateur-Weltmeister ... Maske

;1522;40;77890;4;-4;4;IFL; 75% Torsten Maske [Inhaber ...] IFL

;1523;40;77892;2;-4;4;Mittelsdorf; 50% Maske ... Mittelsdorf

;1524;40;77894;2;2;5;Lippenstift;100% Maske ... Lippenstift

;1525;40;77895;1;-5;-1;Hnatek;100% Hnatek ... Maske

;1526;40;77902;7;-5;5;unangenehm; 71% die Maske [...] unangenehm

;1527;40;77904;2;-3;2;EUV-Licht;100% EUV-Licht durchläuft die Maske

;1528;40;77907;3;2;3;Suchmaschine;100% in die Maske der Suchmaschine

;1529;40;77908;1;-5;-2;Pausen;100% Maske ... Pausen

;1530;40;77911;3;1;4;anhat; 66% Maske anhat

;1531;40;77915;4;-3;-3;Wehnert;100% hier Fabian Wehnert in die Maske oben links

;1532;40;77921;6;-5;5;Pandemie; 66% Pandemie ... - ... Maske

;1533;40;77926;5;-5;-2;Selfies; 80% Selfies ... mit und ... Maske

;1534;40;77928;2;1;5;xyxHTMLyxy</genios:zwtitel>xyxHTMLyxy xyxHTMLyxy<genios:zwtitel ;"100% xyxHTMLyxy<genios:zwtitel level=""1"">xyxHTMLyxy ...Maske ... xyxHTMLyxy</genios:zwtitel>xyxHTMLyxy"

;1535;40;77929;1;-5;2;Mund-Nase-Schutz;100% Mund-Nase-Schutz ... Maske

;1536;40;77931;2;-4;-4;Hygieneauflagen;100% Hygieneauflagen mit Abstand und Maske

;1537;39;77982;51;-3;-3;ihn; 60% ihn ... die|ohne der Maske

;1538;39;77996;14;-5;-2;manchmal; 64% die Maske [die ist man ...] manchmal

;1539;39;78051;55;-5;-2;Nur; 98% Nur [mit ...] Maske

;1540;39;78067;16;1;1;verzichten; 87% auf die Maske [und ...] verzichten

;1541;39;78068;1;-4;5;Schutzausrüstung;100% Schutzausrüstung Maske

;1542;39;78077;9;1;1;verliert; 66% seine Maske verliert

;1543;39;78078;1;-1;-1;lustige;100% Maske ... lustige

;1544;39;78082;4;3;3;Kinderbuchs;100% in der Maske des religiösen Kinderbuchs sagte

;1545;39;78096;14;-2;-2;Durch;100% Durch [die der] Maske ... und

;1546;39;78103;7;-5;3;Gesang; 71% Maske und ohne Gesang

;1547;39;78108;5;-5;-2;Hauptdarsteller; 60% Hauptdarsteller ... der Maske

;1548;39;78109;1;-3;5;geschnallt;100% geschnallt ... Maske

;1549;39;78113;4;1;3;entrissen; 75% die Maske entrissen

;1550;39;78117;4;2;4;auszusehen;100% behaupte ohne Maske besser auszusehen - aber

;1551;39;78118;1;-2;-2;Überziehen;100% Überziehen ... Maske

;1552;39;78119;1;2;5;schminkte;100% Maske ... - ... schminkte

;1553;39;78120;1;-1;-1;grimmige;100% grimmige Maske

;1554;39;78122;2;-3;3;Sehschlitze; 50% Maske ... Sehschlitze

;1555;39;78124;2;-1;-1;schützender;100% schützender Maske

;1556;39;78125;1;-5;-2;Auftritten;100% Maske ... Auftritten

;1557;39;78126;1;1;5;herunterzieht;100% Maske ... herunterzieht

;1558;39;78127;1;2;3;Tut-Ench-Amun;100% Maske ... Tut-Ench-Amun

;1559;39;78129;2;2;2;beatmen;100% Maske zu beatmen

;1560;39;78130;1;-2;5;entgegenwirkt;100% Maske ... entgegenwirkt

;1561;39;78131;1;-2;5;Distancing;100% Maske ... Distancing

;1562;39;78132;1;-5;4;Nasenschutz;100% Nasenschutz ... Maske

;1563;38;78134;2;-1;-1;speziellen;100% Maske ... speziellen

;1564;38;78143;9;-5;-2;Einzige;100% der|als Einzige [der|die|keine mit ohne] Maske

;1565;38;78147;4;-2;-2;Rand; 75% Rand der Maske

;1566;38;78153;6;1;4;Susanne; 50% Maske [waren] Susanne ... und

;1567;38;78164;11;3;5;Stimme; 54% Stimme ... in und der Maske

;1568;38;78190;26;-5;-2;Alle;100% Alle tragen|mit Maske

;1569;38;78194;4;-2;4;Mundstück; 50% Maske ... Mundstück

;1570;38;78203;9;-5;-2;Bereichen; 88% in den Bereichen auch ohne Maske

;1571;38;78204;1;-2;-2;Bolschewismus;100% Bolschewismus ... Maske

;1572;38;78208;4;-5;5;Maskerade; 75% Maske ist inzwischen eigentlich mehr Maskerade

;1573;38;78209;1;-1;-1;männliche;100% männliche ... Maske

;1574;38;78210;1;-1;-1;archaische;100% Maske ... archaische

;1575;38;78212;2;1;1;ausfüllen;100% Maske ausfüllen

;1576;38;78213;1;3;3;währenddessen;100% währenddessen ... Maske

;1577;38;78216;3;2;3;Revolver;100% Maske [...] Revolver

;1578;38;78217;1;-1;-1;Berta;100% Berta Maske

;1579;38;78220;3;4;5;essen; 66% Maske ... essen

;1580;38;78221;1;-3;-1;verzierte;100% verzierte Maske

;1581;38;78222;1;-5;-1;scheinheiligen;100% scheinheiligen ... Maske

;1582;38;78225;3;-2;2;grinsender; 66% Maske grinsender

;1583;38;78226;1;-1;-1;leblose;100% leblose Maske

;1584;38;78228;2;-1;-1;vorgegebene;100% vorgegebene Maske

;1585;38;78229;1;-2;5;Profiweltmeister;100% Maske ... Profiweltmeister

;1586;38;78232;3;1;1;bröckelt; 66% bröckelt die Maske

;1587;38;78237;5;-4;4;Pantomime; 80% Maske [...] Pantomime

;1588;38;78243;6;-3;5;bärtige; 66% bärtige Maske

;1589;38;78245;2;1;4;fallenzulassen;100% Maske fallenzulassen

;1590;38;78246;1;1;3;herunterreissen;100% Maske herunterreissen

;1591;38;78249;3;1;5;abzuziehen;100% die Maske ... abzuziehen

;1592;38;78257;8;1;1;spazieren; 87% Und mit Maske spazieren zu|gehen

;1593;38;78258;1;4;5;Trägers;100% Trägers ... Maske

;1594;38;78259;1;-2;4;Deadpool;100% Deadpool Maske

;1595;38;78260;1;-2;-1;Jugendarzt;100% Jugendarzt Maske

;1596;38;78265;5;-5;5;Quarantäne; 60% Quarantäne ... Maske

;1597;37;78269;4;-5;-2;Trinken; 75% Trinken ... Maske

;1598;37;78272;3;-1;-1;Venezianische;100% Venezianische Maske

;1599;37;78338;66;-2;-2;einmal; 54% einmal [in|die ...] Maske

;1600;37;78339;1;-3;-2;Fallenlassen;100% Fallenlassen ... Maske

;1601;37;78340;1;-4;5;Atemschutzausrüstung;100% Atemschutzausrüstung ... Maske

;1602;37;78347;7;1;1;hängt; 57% Maske ... hängt

;1603;37;78348;1;-5;4;Hemd;100% Hemd ... Maske

;1604;37;78350;2;-5;5;Lordi; 50% Maske ... Lordi

;1605;37;78354;4;2;2;römischen; 75% Maske eines römischen

;1606;37;78358;4;1;5;eng; 75% eng ... die Maske

;1607;37;78362;4;-5;5;Held; 75% Maske ... Held

;1608;37;78363;1;-4;4;Comeback-Versuch;100% Maske ... Comeback-Versuch

;1609;37;78367;4;-5;-2;Passanten;100% Passanten die keine Maske tragen ...

;1610;37;78368;1;3;4;Box-Szene;100% Maske ... Box-Szene

;1611;37;78372;4;-3;5;Gummi; 50% Maske [an Maske] Gummi an Gummi

;1612;37;78373;1;-1;-1;vorgefertigte;100% vorgefertigte Maske

;1613;37;78385;12;-1;-1;Christel;100% Christel [...] Maske zum ...

;1614;37;78387;2;-4;-2;Schlagschuss;100% Schlagschuss war an der Maske

;1615;37;78389;2;-4;-2;Suchbegriff;100% Suchbegriff in die Maske

;1616;37;78391;2;-5;3;Spielzeugpistole; 50% Maske ... Spielzeugpistole

;1617;37;78393;2;-3;-2;Aufforderung;100% Aufforderung [...] Maske

;1618;37;78400;7;1;1;FALSCH;100% die Maske [...] falsch

;1619;37;78402;2;-4;-4;gefährlichen; 50% Maske ... gefährlichen

;1620;37;78403;1;-4;5;Mundpartie;100% Maske ... Mundpartie

;1621;37;78404;1;1;4;vorgebunden;100% Maske vorgebunden

;1622;37;78413;9;2;3;Hinz; 55% der Maske & Hinz

;1623;37;78415;2;-5;-5;Markierer;100% Markierer Druckflasche Behälter für Paintballs Maske

;1624;37;78417;2;-2;-1;kleinbürgerlichen;100% kleinbürgerlichen Familie Maske

;1625;37;78423;6;2;3;Nietzsche;100% die Maske [...] Nietzsche

;1626;37;78424;1;-5;-2;Kameraleute;100% Kameraleute ... Maske

;1627;37;78426;2;1;2;Verkabeln;100% Maske Verkabeln

;1628;37;78428;2;1;4;erschwert;100% Maske erschwert

;1629;37;78429;1;-4;2;Make-Up;100% Maske ... Make-Up

;1630;37;78431;2;-3;4;zupft; 50% Maske ... zupft

;1631;37;78432;1;-3;3;Luchador;100% Maske ... Luchador

;1632;37;78433;1;1;5;umzubinden;100% Maske ... umzubinden

;1633;37;78437;4;-5;-2;Gauland; 50% Gauland der mit Maske

;1634;37;78440;3;4;4;Balthes;100% in der Maske waren trommelt Aufnahmeleiter Balthes Meyer

;1635;37;78446;6;-5;5;Coronavirus;100% dem Coronavirus anzustecken ohne könne mit Maske

;1636;37;78447;1;-3;-3;Schulgelände;100% Maske ... Schulgelände

;1637;37;78448;1;1;3;hochziehen;100% Maske ... hochziehen

;1638;37;78453;5;-2;-2;Einkaufsbummel;100% So ein Einkaufsbummel mit Maske macht einfach

;1639;36;78516;63;1;1;ins; 74% die Maske [...] ins

;1640;36;78527;11;-5;-2;legte; 90% legte ... die Maske ab und

;1641;36;78532;5;-5;-1;fröhliche; 60% fröhliche [...] Maske

;1642;36;78534;2;-3;-3;Rollenspiel; 50% Maske ... Rollenspiel

;1643;36;78547;13;1;3;halb; 61% halb acht in die der Maske

;1644;36;78558;11;-5;-2;Personal; 81% Das Personal bedient|muss trägt mit Maske tragen

;1645;36;78561;3;-3;5;Laden;100% Laden ... Maske

;1646;36;78562;1;1;5;erschrecken;100% Maske ... erschrecken

;1647;36;78563;1;-1;5;aufwändige;100% aufwändige Maske

;1648;36;78566;3;2;2;Gelassenheit; 66% Maske mit Gelassenheit

;1649;36;78568;2;2;2;Humors;100% Maske des Humors

;1650;36;78578;10;-5;-3;warum; 70% warum sie|der ... mit|keine Maske

;1651;36;78579;1;-5;5;Creme;100% Maske ... Creme

;1652;36;78588;9;-4;-3;Kerl; 88% hat der Kerl mit der Maske den Geldboten

;1653;36;78589;1;2;5;Schrank;100% Maske ... Schrank

;1654;36;78590;1;1;2;machts;100% Maske machts

;1655;36;78592;2;-4;-4;Saueressig;100% Maske ... Miriam Saueressig

;1656;36;78594;2;-4;-2;Vorraum;100% Maske ... Vorraum

;1657;36;78595;1;2;2;Gewaltverzicht;100% Maske ... Gewaltverzicht

;1658;36;78596;1;-4;5;Menschengesicht;100% Maske ... Menschengesicht

;1659;36;78598;2;-4;-3;Maskiert;100% Maskiert ... Maske

;1660;36;78599;1;-4;4;schaurigen;100% schaurigen ... Maske

;1661;36;78601;2;-5;-1;Trage;100% Trage [...] Maske

;1662;36;78603;2;-4;-2;Gruppenbild;100% Gruppenbild ... Maske

;1663;36;78604;1;2;3;Seidenmantel;100% Maske ... Seidenmantel

;1664;36;78606;2;-1;-1;magischen;100% magischen Maske

;1665;36;78609;3;-1;-1;afrikanischer;100% afrikanischer Maske

;1666;36;78610;1;2;4;Antizionismus;100% Maske ... Antizionismus

;1667;36;78615;5;-5;-3;Vaughn;100% Ehemann Matthew Vaughn mit blutiger Maske

;1668;36;78616;1;2;2;Bösewichts;100% Maske ... Bösewichts

;1669;36;78618;2;-3;3;Styroporkopf;100% Styroporkopf in der Maske

;1670;36;78625;7;-5;5;Bussen; 57% Bussen und Bahnen ... Maske

;1671;36;78626;1;-1;-1;Kalas;100% Kalas Maske

;1672;36;78629;3;-4;4;Handhygiene;100% Abstand Maske [und] Handhygiene

;1673;36;78631;2;-5;5;Hygienemaßnahmen; 50% Maske ... Hygienemaßnahmen

;1674;36;78632;1;-4;1;vorschriftsmäßig;100% vorschriftsmäßig ... Maske

;1675;36;78634;2;-3;-2;Corona-Symptomen;100% Corona-Symptomen mit Maske

;1676;35;78635;1;-5;-2;Lachen;100% Maske ... Lachen

;1677;35;78639;4;2;5;Charakter; 50% Maske ... Charakter

;1678;35;78644;5;1;1;dargestellt; 80% Maske [...] dargestellt

;1679;35;78653;9;-5;-2;Proben; 77% den Proben ... und|in mit der Maske

;1680;35;78654;1;-5;5;FIE;100% FIE ... Maske

;1681;35;78658;4;1;5;gewechselt; 75% Maske zwei Mal gewechselt

;1682;35;78659;1;2;3;Diktators;100% Maske ... Diktators

;1683;35;78671;12;1;1;bekam; 66% Maske [...] bekam

;1684;35;78674;3;-4;2;Neids;100% Maske des Neids

;1685;35;78678;4;-4;5;Monster; 50% Maske ... Monster

;1686;35;78695;17;-3;-3;Umgang; 70% allerdings der Umgang mit der Maske und Kindern

;1687;35;78696;1;-4;4;Trefferfläche;100% Maske ... Trefferfläche

;1688;35;78697;1;2;3;Schmerzensmannes;100% Maske ... Schmerzensmannes

;1689;35;78703;6;-5;3;Marion; 83% Marion ... Maske

;1690;35;78710;7;1;1;aufzutreten; 85% Maske [in ...] aufzutreten

;1691;35;78714;4;-5;-4;Perchten;100% Perchten zum Angreifen ohne Maske

;1692;35;78715;1;3;5;aufzufallen;100% Maske ... aufzufallen

;1693;35;78716;1;-3;4;Testkampf;100% Maske ... Testkampf

;1694;35;78717;1;-3;-2;Kauter;100% Kauter ... Maske

;1695;35;78718;1;-5;5;Belting;100% Maske ... Belting

;1696;35;78719;1;2;5;riskiert;100% Maske ... riskiert

;1697;35;78722;3;-5;-4;Keiner;100% Keiner ... Maske

;1698;35;78726;4;-3;5;Nostromo; 50% Maske Aliens Ron Cobb Design Nostromo

;1699;35;78727;1;2;2;einmaligem;100% einmaligem ... Maske

;1700;35;78732;5;-2;-2;anstandslos;100% seien hätten anstandslos die Maske abgenommen sagte

;1701;35;78733;1;2;2;Geldboten;100% Geldboten ... Maske

;1702;35;78736;3;-5;-1;waschbare;100% 35-fränkige mehrfach waschbare Maske ein

;1703;35;78738;2;2;3;Bostitch;100% Maske mit Bostitch

;1704;35;78739;1;3;4;Ansteckungsrisiko;100% Ansteckungsrisiko ... Maske

;1705;35;78740;1;-3;5;Ermahnung;100% Ermahnung ... Maske

;1706;35;78746;6;-3;-2;Schulstart;100% Schulstart mit|ohne Maske

;1707;35;78750;4;-3;-3;verbliebener;100% letzter noch verbliebener Kandidat seine Maske ab

;1708;35;78751;1;-4;-2;öV;100% öV ... Maske
